name,dosage,forme,presentation,price,remboursement,dci,type,prescription_required
ARADEUX,150 mg,Comprimes pellicules,B/30,25.895,13.796,IRBESARTAN,Antihypertenseurs,true
ARADEUX,150 mg,Comprimes pellicules,B/90,58.565,41.386,IRBESARTAN,Antihypertenseurs,true
ARADEUX PLUS 150/5,150 mg/5 mg,Comprimes pellicules,B/30,32.045,26.546,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARADEUX PLUS 150/5,150 mg/5 mg,Comprimes pellicules,B/90,93.74,79.636,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARADEUX PLUS 300/10,300 mg/10 mg,Comprimes pellicules,B/30,40.955,33.762,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARADEUX PLUS 300/10,300 mg/10 mg,Comprimes pellicules,B/90,40.955,33.762,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARADEUX PLUS 300/5,300 mg/5 mg,Comprimes pellicules,B/30,39.815,33.685,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARADEUX PLUS 300/5,300 mg/5 mg,Comprimes pellicules,B/90,119.24,101.056,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARALEAD,16 mg,Comprimes pellicules secables,B/30,22.825,18.386,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD,16 mg,Comprimes pellicules secables,B/90,64.92,55.157,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD,16 mg,Comprimes secables,B/30,21.78,18.386,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD,32 mg,Comprimes secables,B/30,40.535,34.45,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD,4 mg,Comprimes pellicules secables,B/30,19.55,15.223,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD,4 mg,Comprimes pellicules secables,B/90,53.81,45.67,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD,8 mg,Comprimes pellicules secables,B/30,21.805,17.009,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD,8 mg,Comprimes pellicules secables,B/90,60.08,51.026,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD,8 mg,Comprimes secables,B/30,20.16,17.009,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ARALEAD PLUS,"16 mg/12,5 mg",Comprimes pellicules secables,B/30,29.0,22.899,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
ARALEAD PLUS,"16 mg/12,5 mg",Comprimes pellicules secables,B/90,80.89,68.697,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
ARALEAD PLUS,"8 mg/12,5 mg",Comprimes pellicules secables,B/30,26.8,20.043,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
ARALEAD PLUS,"8 mg/12,5 mg",Comprimes pellicules secables,B/90,70.8,60.129,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
ARAVA,10 mg,Comprimes pellicules,FL/30,103.442,87.924,LEFLUNOMIDE,Immunosuppresseurs,true
ARAVA,100 mg,Comprimes pellicules,B/3,92.222,78.387,LEFLUNOMIDE,Immunosuppresseurs,true
ARAVA,20 mg,Comprimes pellicules,FL/30,146.533,124.542,LEFLUNOMIDE,Immunosuppresseurs,true
ARAVEN,150 mg,Comprimes pellicules,B/30,27.41,13.796,IRBESARTAN,Antihypertenseurs,true
ARAVEN,150 mg,Comprimes pellicules,B/90,71.705,41.386,IRBESARTAN,Antihypertenseurs,true
ARAVEN,300 mg,Comprimes,B/30,33.55,20.604,IRBESARTAN,Antihypertenseurs,true
ARAVEN,300 mg,Comprimes,B/90,87.005,61.812,IRBESARTAN,Antihypertenseurs,true
ARAVEN,300 mg,Comprimes pellicules,B/28,33.37,19.23,IRBESARTAN,Antihypertenseurs,true
ARAVEN,300 mg,Comprimes pellicules,B/30,24.24,20.604,IRBESARTAN,Antihypertenseurs,true
ARAVEN,300 mg,Comprimes pellicules,B/90,86.195,61.812,IRBESARTAN,Antihypertenseurs,true
ARAVEN IC,150 mg/5 mg,Comprimes pellicules,B/30,32.045,26.546,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARAVEN IC,150 mg/5 mg,Comprimes pellicules,B/90,93.74,79.636,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARAVEN IC,300 mg/10 mg,Comprimes pellicules,B/30,45.32,33.762,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARAVEN IC,300 mg/10 mg,Comprimes pellicules,B/90,122.37,101.286,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARAVEN IC,300 mg/5 mg,Comprimes pellicules,B/30,44.05,33.685,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARAVEN IC,300 mg/5 mg,Comprimes pellicules,B/90,118.95,101.056,IRBESARTAN +AMLODIPINE,Antihypertenseurs,true
ARTELAC,"3,2 mg",Collyre,FL/10 ml,5.403,4.59,HYPROMELLOSE,Autres,true
ARTHROSYL,10 mg,Gelules,B/30,8.065,6.834,PIROXICAM,Anti-inflammatoires,false
ARTHROSYL,20 mg,Gelules,B/20,8.46,7.191,PIROXICAM,Anti-inflammatoires,false
ARTIBREX,200 mg,Gelules,B/10,10.21,2.536,CELECOXIB,Anti-inflammatoires,false
ARTIBREX,200 mg,Gelules,B/20,15.565,5.072,CELECOXIB,Anti-inflammatoires,false
ARTIBREX,200 mg,Gelules,B/30,21.0,7.608,CELECOXIB,Anti-inflammatoires,false
ARTOTEC,"50 mg/0,2 mg",Comprimes gastro-resistants,B/30,15.67,13.311,DICLOFENAC + MISOPROSTOL,Anti-inflammatoires,true
ARTOTEC,"75 mg/0,2 mg",Comprimes gastro-resistants,B/20,13.201,11.22,DICLOFENAC + MISOPROSTOL,Anti-inflammatoires,true
ASCALOL,"25,00%",Lotion,FL/125 ml,4.62,3.825,BENZOATE DE BENZYLE,Antiparasitaires,false
ASCAPOUDRE,"0,40%",Poudre à usage externe,FL/100 g,7.67,6.46,LINDANE,Antiparasitaires,false
ASEPSIL,"10,00%",Solution externe,FL/1 l,4.457,1.6,DODECYL-1.4.7 TRIAZA-OCTANE 8 ACIDE ACETIQUE+DODECYL-3-CARBO,Autres,true
ASEPSIL,"10,00%",Solution externe,FL/250 ml,1.935,0.4,DODECYL-1.4.7 TRIAZA-OCTANE 8 ACIDE ACETIQUE+DODECYL-3-CARBO,Autres,true
ASMULAIR,10 mg,Comprimes pellicules,B/30,40.22,31.085,MONTELUKAST,Bronchodilatateurs,true
ASMULAIR,5 mg,Comprimes à croquer,B/30,42.94,31.085,MONTELUKAST,Bronchodilatateurs,true
ASPEGIC,1 g,Pdre p.prep.injectable,B/6 + solv/5 ml,6.314,5.365,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASPEGIC,100 mg,Poudre pour solution orale,B/20,1.695,1.428,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASPEGIC,100 mg,Poudre pour solution orale,B/30,4.295,2.142,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASPEGIC,250 mg,Poudre pour solution orale,B/16,3.22,1.523,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASPEGIC,250 mg,Poudre pour solution orale,B/20,2.25,1.904,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASPEGIC,500 mg,Pdre p.prep.injectable,B/6,6.773,5.753,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASPEGIC,500 mg,Poudre pour solution orale,B/16,3.935,1.863,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASPEGIC,500 mg,Poudre pour solution orale,B/20,2.75,2.329,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASPEGIC ADULTES,1 g,Poudre pour solution orale,B/20,7.3,6.205,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
ASTAIR,10 mg,Comprimes pellicules,B/30,45.19,31.085,MONTELUKAST,Bronchodilatateurs,true
ASTAIR,5 mg,Comprimes à croquer,B/30,45.19,31.085,MONTELUKAST,Bronchodilatateurs,true
ASTRADOL,100 mg,Comprimes à liberation prolongee,B/10,7.71,6.553,TRAMADOL,Analgésiques (antidouleurs),false
ASTRADOL,100 mg,Suppositoires,B/5,4.6,3.91,TRAMADOL,Analgésiques (antidouleurs),false
ASTRADOL,100 mg/2 ml,Solution injectable,B/5/2 ml,8.44,7.174,TRAMADOL,Analgésiques (antidouleurs),false
ASTRADOL,100 mg/ml,Gouttes buvables,FL/10 ml,7.87,6.69,TRAMADOL,Analgésiques (antidouleurs),false
ASTRADOL,50 mg,Gelules,B/10,3.765,2.678,TRAMADOL,Analgésiques (antidouleurs),false
ASTRADOL,50 mg,Gelules,B/30,9.475,8.033,TRAMADOL,Analgésiques (antidouleurs),false
ATACAND,4 mg,Comprimes secables,B/30,30.71,15.223,CANDESARTAN CILEXETIL,Antihypertenseurs,true
ATARAX,25 mg,Comprimes pellicules secables,B/30,6.495,2.592,HYDROXYZINE,Anxiolytiques (calmants),true
ATENOR,100 mg,Comprimes,B/30,10.89,8.568,ATENOLOL,Antihypertenseurs,true
ATENOR,50 mg,Comprimes,B/30,6.515,4.258,ATENOLOL,Antihypertenseurs,true
ATIMOS,12 µg,Solution pour inhalation,FL/100 doses,38.53,24.395,FORMOTEROL,Bronchodilatateurs,true
ATOR,10 mg,Comprimes pellicules,B/28,26.27,11.638,ATORVASTATINE,Autres,true
ATOR,10 mg,Comprimes pellicules,B/30,17.98,12.47,ATORVASTATINE,Autres,true
ATOR,10 mg,Comprimes pellicules,B/56,32.18,23.276,ATORVASTATINE,Autres,true
ATOR,10 mg,Comprimes pellicules,B/90,45.665,37.408,ATORVASTATINE,Autres,true
ATOR,10 mg,Comprimes pellicules,B/91,47.6,37.824,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules,B/28,45.275,15.327,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules,B/30,20.155,16.422,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules,B/60,47.92,32.844,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules,B/90,58.04,49.266,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules,B/91,94.12,49.813,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules,FL/30,34.58,16.422,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules,FL/90,70.195,49.266,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules secables,B/30,20.6,16.422,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules secables,B/90,58.04,49.266,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules secables,FL/30,22.0,16.422,ATORVASTATINE,Autres,true
ATOR,20 mg,Comprimes pellicules secables,FL/90,59.795,49.266,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules,B/28,55.355,17.898,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules,B/30,28.365,19.176,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules,B/90,81.735,57.528,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules,B/91,94.12,58.167,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules,B/92,95.08,58.806,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules,FL/30,28.74,19.176,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules,FL/90,67.74,57.528,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules secables,B/28,51.035,17.898,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules secables,B/30,28.695,19.176,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules secables,B/56,61.01,35.795,ATORVASTATINE,Autres,true
ATOR,40 mg,Comprimes pellicules secables,B/90,67.74,57.528,ATORVASTATINE,Autres,true
ATOR,80 mg,Comprimes pellicules,B/28,24.105,19.897,ATORVASTATINE,Autres,true
ATOR,80 mg,Comprimes pellicules,B/30,34.02,21.318,ATORVASTATINE,Autres,true
ATOR,80 mg,Comprimes pellicules,FL/30,39.61,21.318,ATORVASTATINE,Autres,true
ATOR,80 mg,Comprimes pellicules secables,B/30,39.6,21.318,ATORVASTATINE,Autres,true
ATOR,80 mg,Comprimes pellicules secables,B/90,101.58,63.954,ATORVASTATINE,Autres,true
ATORVEX,10 mg,Comprimes pellicules,FL/30,21.7,12.47,ATORVASTATINE,Autres,true
ATORVEX,10 mg,Comprimes pellicules,FL/90,53.84,37.408,ATORVASTATINE,Autres,true
ATRICAN,250 mg,Capsules molles,B/8,5.632,2.253,TENONITROZOLE,Antiparasitaires,false
ATROPINE,"1,00%",Collyre,FL/5 ml,2.125,1.806,ATROPINE,Antispasmodiques,false
ATROVAST 10,10 mg,Comprimes pellicules,B/30,15.64,12.47,ATORVASTATINE,Autres,true
ATROVAST 10,10 mg,Comprimes pellicules,B/90,44.04,37.408,ATORVASTATINE,Autres,true
AUREOMYCINE SPECIA,"3,00%",Pommade dermique,T/15 g,1.545,1.313,CHLORTETRACYCLINE,Antibiotiques,true
AURICULARUM,293 mg,Poudre auriculaire,FL pdr + solv/10 ml,11.23,4.454,DEXAMETHASONE+NYSTATINE+POLYMYXINE B+OXYTETRACYCLINE,Corticoïdes,true
AURIPAX,"4,00%",Gouttes auriculaires,FL/15 ml,2.16,0.864,PHENAZONE+LIDOCAINE,Anesthésiques,false
AVALTEX,200 mg,Comprimes,B/30,30.81,26.188,ACICLOVIR,Antiviraux,true
AVAMYS,"27,5 µg/pulverisation",Spray nasal,FL/120 doses,17.646,14.994,FLUTICASONE,Corticoïdes,false
AVIRAL,500 mg,Comprimes pellicules secables,B/10,25.525,18.896,VALACICLOVIR,Antiviraux,true
AVODART,"0,5 mg",Capsules molles,B/30,56.231,22.488,DUTASTERIDE,Hormones,true
AVOXINE 500,500 mg,Comprimes pellicules secables,FL/5,15.315,12.342,LEVOFLOXACINE,Antibiotiques,true
AZACINE,500 mg,Comprimes pellicules secables,B/3,7.93,6.74,AZITHROMYCINE,Antibiotiques,true
AZEAL,"0,05%",Collyre,FL/6 ml,8.69,7.385,AZELASTINE,Antihistaminiques,false
AZITHRO,250 mg,Gelules,B/6,10.29,7.262,AZITHROMYCINE,Antibiotiques,true
AZITRAL,500 mg,Comprimes pellicules,B/3,8.935,6.74,AZITHROMYCINE,Antibiotiques,true
AZITROMIN DUO,500 mg,Comprimes pellicules secables,B/2,6.565,4.493,AZITHROMYCINE,Antibiotiques,true
AZITROMIN TRIO,500 mg,Comprimes pellicules secables,B/3,9.72,6.74,AZITHROMYCINE,Antibiotiques,true
AZIX,500 mg,Comprimes pellicules,B/3,11.28,6.74,AZITHROMYCINE,Antibiotiques,true
AZOPT,"1,00%",Collyre,FL/5 ml,20.265,17.225,BRINZOLAMIDE,Autres,true
AZRO,500 mg,Comprimes pellicules secables,B/3,11.925,6.74,AZITHROMYCINE,Antibiotiques,true
BACTICID,"0,10%",Solution externe,FL/125 ml,2.665,1.05,HEXAMIDINE,Autres,true
BACTRIM,400 mg/80 mg,Comprimes,B/20,4.655,2.193,COTRIMOXAZOLE,Antibiotiques,true
BACTRIM FORTE,800 mg/160 mg,Comprimes,B/10,5.16,4.386,COTRIMOXAZOLE,Antibiotiques,true
BACTROBAN,20 mg,Pommade dermique,T/15 g,6.759,5.738,MUPIROCINE,Antibiotiques,true
BASDENE,25 mg,Comprimes,B/50,0.761,0.638,BENZYLTHIOURACILE,Hormones,true
BASEAL,5 mg/ml,Solution externe,FL/125 ml,3.46,0.75,CHLORHEXIDINE,Autres,false
BECLO-ASMA,250 µg,Aerosol,FL/200 doses,12.86,10.88,BECLOMETASONE,Corticoïdes,true
BECLOJET 250,250 µg,Solution pour inhalation,FL/200 doses,27.095,10.88,BECLOMETASONE,Corticoïdes,true
BECONASE,50 µg/dose,Suspension nasale,FL/200 doses,9.38,7.82,BECLOMETASONE,Corticoïdes,true
BEDELIX,3 g,Poudre pour suspension orale,B/30 sachets,7.77,3.108,MONTMORILLONITE BEIDELLITIQUE,Antidiarrhéiques,false
BELARA,30 µg/2 mg,Comprimes pellicules,B/21,11.545,9.8,CHLORMADINONE ACETATE + ETHINYLESTRADIOL,Hormones,true
BELIFAX,20 mg,Gelules,FL/7,10.31,5.349,OMEPRAZOLE,Antiacides,false
BENZOSEPT,"1,25 mg/5 ml",Collyre,FL/5 ml,1.82,0.728,BENZODODECINIUM,Anxiolytiques (calmants),true
BERCUM,200 µg/dose,Solution pour inhalation,FL/200 doses,20.55,17.34,BUDESONIDE,Corticoïdes,true
BERLOCID,400 mg/80 mg,Comprimes,B/20,2.59,2.193,COTRIMOXAZOLE,Antibiotiques,true
BERLTHYROX,100 µg,Comprimes secables,B/100,7.716,6.375,LEVOTHYROXINE,Hormones,false
BERLTHYROX,150 µg,Comprimes secables,B/100,11.995,10.115,LEVOTHYROXINE,Hormones,false
BERLTHYROX,150 µg,Comprimes secables,B/50,7.491,5.058,LEVOTHYROXINE,Hormones,false
BERLTHYROX,50 µg,Comprimes secables,B/100,6.847,5.78,LEVOTHYROXINE,Hormones,false
BERLTHYROX,50 µg,Comprimes secables,B/50,4.267,2.89,LEVOTHYROXINE,Hormones,false
BETACOL LP,"2,00%",Collyre,FL/3 ml,10.44,8.874,CARTEOLOL,Antihypertenseurs,true
BETACORT,"0,5 mg/ml",Gouttes buvables,FL/30 ml,5.16,4.386,BETAMETHASONE,Corticoïdes,true
BETADINE,"10,00%",Gel dermique,T/30 g,4.124,1.644,POLYVIDONE IODEE,Autres,false
BETADINE,"10,00%",Solution externe,FL/125 ml,3.85,1.15,POLYVIDONE IODEE,Autres,false
BETADINE,"10,00%",Solution gynecologique,FL/125 ml,4.835,0.7,POLYVIDONE IODEE,Autres,false
BETADINE SCRUB,"4,00%",Solution externe,FL/125 ml,4.771,0.95,POLYVIDONE IODEE,Autres,false
BETADINE SCRUB,"4,00%",Solution externe,FL/500 ml,9.876,3.8,POLYVIDONE IODEE,Autres,false
BETANYL,"1,5 mg/5 ml",Sirop,FL/300 ml,9.66,8.16,TERBUTALINE,Bronchodilatateurs,true
BETANYL,"2,5 mg",Comprimes,B/60,3.61,3.06,TERBUTALINE,Bronchodilatateurs,true
BETANYL,5 mg,Comprimes à liberation prolongee,B/30,5.028,4.258,TERBUTALINE,Bronchodilatateurs,true
BETANYL,5 mg,Comprimes à liberation prolongee,FL/60,15.597,8.517,TERBUTALINE,Bronchodilatateurs,true
BETANYL,5 mg/2 ml,Solution pour inhalation,B/5 sachets de 10 unids/2 ml,11.24,9.554,TERBUTALINE,Bronchodilatateurs,true
BETASALIC,"0,05%",Lotion,FL/30 g,6.396,4.386,BETAMETHASONE+ACIDE SALICYLIQUE,Corticoïdes,false
BETASALIC,"0,05%",Pommade dermique,T/15 g,3.315,2.206,BETAMETHASONE+ACIDE SALICYLIQUE,Corticoïdes,false
BETASEPTINE,"10,00%",Solution externe,FL/125 ml,5.733,1.15,POLYVIDONE IODEE,Autres,false
BETASEPTINE,"10,00%",Solution externe,FL/20 ml,3.205,0.184,POLYVIDONE IODEE,Autres,false
BETASEPTINE,"10,00%",Solution externe,FL/500 ml,11.9,4.6,POLYVIDONE IODEE,Autres,false
BETASEPTINE,"10,00%",Solution gynecologique,FL/125 ml,4.758,0.7,POLYVIDONE IODEE,Autres,false
BETASEPTINE,"10,00%",Solution gynecologique,FL/20 ml,2.938,0.112,POLYVIDONE IODEE,Autres,false
BETASEPTINE,"10,00%",Solution gynecologique,FL/500 ml,7.225,2.8,POLYVIDONE IODEE,Autres,false
BETASONE,"0,05%",Creme dermique,T/15 g,2.79,2.372,BETAMETHASONE,Corticoïdes,false
BETASONE,"0,05%",Pommade dermique,T/15 g,2.905,2.461,BETAMETHASONE,Corticoïdes,false
BETASTENE,"0,5 mg/ml",Gouttes buvables,FL/30 ml,6.35,4.386,BETAMETHASONE,Corticoïdes,true
BI-ALGIC,"37,5 mg/325 mg",Gelules,B/20,4.495,3.808,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),false
BI-PROFENID LP,100 mg,Comprimes secables LP,B/20,9.15,7.769,KETOPROFENE,Anti-inflammatoires,true
BI-SPIRAZOL,"1,5 MUI/250 mg",Comprimes pellicules,B/10,9.355,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
BI-SPIRAZOL,"1,5 MUI/250 mg",Comprimes pellicules,B/20,12.675,9.078,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
BI-SPIROGYL,"1,5 MUI/250 mg",Comprimes pellicules,B/10,7.66,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
BI-SPIROGYL,"1,5 MUI/250 mg",Comprimes pellicules,B/20,10.89,9.078,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
BI-THERAPRIL,"10 mg/2,5 mg",Comprimes secables,B/30,34.97,29.708,PERINDOPRIL+ INDAPAMIDE,Antihypertenseurs,true
BI-THERAPRIL,"5 mg/1,25 mg",Comprimes secables,B/30,32.46,27.591,PERINDOPRIL+ INDAPAMIDE,Antihypertenseurs,true
BI-TIAPRAM,200 mg,Comprimes secables,B/20,6.655,5.644,ACIDE TIAPROFENIQUE,Anti-inflammatoires,true
BI-TILDIEM,90 mg,Comprimes à liberation prolongee,B/28,13.441,11.424,DILTIAZEM,Antihypertenseurs,true
BIALMINAL,100 mg,Comprimes secables,B/60,12.645,1.44,PHENOBARBITAL,Sédatifs / Hypnotiques,true
BIDORZO SP,"2% + 0,5%",Collyre,FL/5 ml,25.91,17.519,DORZOLAMIDE+TIMOLOL,Autres,true
BILATA,50 µg/5 mg,Collyre,FL/2.5 ml,26.415,22.453,LATANOPROST + TIMOLOL,Autres,true
BIOGYL,"1,5 MUI/250 mg",Comprimes pellicules secables,B/10,8.345,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
BIOGYL,"1,5 MUI/250 mg",Comprimes pellicules secables,B/20,11.46,9.078,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
BIPRETERAX,"10 mg/2,5 mg",Comprimes pellicules,B/30,62.32,29.708,PERINDOPRIL+ INDAPAMIDE,Antihypertenseurs,true
BIPRETERAX,"5 mg/1,25 mg",Comprimes pellicules,FL/30,51.81,27.591,PERINDOPRIL+ INDAPAMIDE,Antihypertenseurs,true
BIPROCARD,"2,5 mg",Comprimes pellicules secables,B/30,5.525,4.59,BISOPROLOL,Antihypertenseurs,true
BIPROCARD AMLO,10 mg/10 mg,Comprimes,B/30,23.305,17.213,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,true
BIPROCARD AMLO,10 mg/5 mg,Comprimes,B/30,20.135,14.331,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,true
BIPROCARD AMLO,5 mg/5 mg,Comprimes,B/30,16.875,12.827,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,true
BIRODOGYL,"1,5 MUI/250 mg",Comprimes pellicules,B/10,8.965,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
BISOCOR,"2,5 mg",Comprimes pellicules secables,B/30,5.42,4.59,BISOPROLOL,Antihypertenseurs,true
BISOCOR AMLO 10/10,10 mg/10 mg,Comprimes,B/30,20.25,17.213,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,true
BISOCOR AMLO 10/5,10 mg/5 mg,Comprimes,B/30,16.886,14.331,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,true
BISOCOR AMLO 5/10,5 mg/10 mg,Comprimes,B/30,18.46,15.683,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,true
BISOCOR AMLO 5/5,5 mg/5 mg,Comprimes,B/30,15.09,12.827,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,true
BISOPRAL,"2,5 mg",Comprimes pellicules secables,B/30,7.49,4.59,BISOPROLOL,Antihypertenseurs,true
BITOBRA SP,15 mg/5 ml,Collyre,FL/5 ml,4.39,3.731,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,false
BIVAL,"160 mg/12,5 mg",Comprimes pellicules,B/30,32.81,27.871,VALSARTAN / HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
BIVAL,160 mg/25 mg,Comprimes pellicules,B/30,33.115,27.412,VALSARTAN / HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
BIVAL,"80 mg/12,5 mg",Comprimes pellicules,B/30,22.07,17.799,VALSARTAN / HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
BLOPRESS 16 PLUS,"16 mg/12,5 mg",Comprimes,B/30,43.62,22.899,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
BLOPRESS 8 PLUS,"8 mg/12,5 mg",Comprimes,B/30,36.85,20.043,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
BONACOR,10 mg,Comprimes pellicules,B/30,8.236,6.987,BISOPROLOL,Antihypertenseurs,true
BONACOR,10 mg,Comprimes pellicules secables,B/30,8.23,6.987,BISOPROLOL,Antihypertenseurs,true
BONACOR,10 mg,Comprimes pellicules secables,B/90,31.33,20.961,BISOPROLOL,Antihypertenseurs,true
BONACOR,"2,5 mg",Comprimes pellicules secables,B/30,6.155,4.59,BISOPROLOL,Antihypertenseurs,true
BONACOR,5 mg,Comprimes pellicules,B/30,6.565,5.457,BISOPROLOL,Antihypertenseurs,true
BONACOR,5 mg,Comprimes pellicules secables,B/30,6.44,5.457,BISOPROLOL,Antihypertenseurs,true
BRICANYL TURBUHALER,"0,5 mg",Poudre pour inhalation buccale,FL/200 doses,16.19,13.685,TERBUTALINE,Bronchodilatateurs,true
BRONCHOCINE,4 mg,Comprimes pellicules,B/20,3.58,3.043,BROMHEXINE+TETRACYCLINE,Antibiotiques,true
BRONCHODUAL,50 µg/20 µg,Solution pour inhalation,FL/200 doses,18.732,15.81,FENOTEROL+IPRATROPIUM BROMURE,Bronchodilatateurs,true
BRONCHOFYLINE LP,200 mg,Comprimes à liberation prolongee,B/30,3.25,2.754,THEOPHYLLINE,Bronchodilatateurs,true
BRONCHOFYLINE LP,300 mg,Comprimes à liberation prolongee,B/30,4.45,3.774,THEOPHYLLINE,Bronchodilatateurs,true
BRONCHOFYLINE LP,350 mg,Suppositoires,B/10,2.87,2.439,THEOPHYLLINE,Bronchodilatateurs,true
BUDENA,64 µg/dose,Spray nasal,FL/120 doses,17.884,12.036,BUDESONIDE,Corticoïdes,false
BUPROFEN,200 mg,Comprimes effervescents,B/2 tubes/10,4.79,4.063,IBUPROFEN,Anti-inflammatoires,false
BUSCOPAN,10 mg,Comprimes enrobes,B/40,5.025,2.0,N-BUTYLHYOSCINE BROMURE,Antispasmodiques,false
BUSCOPAN,10 mg,Suppositoires,B/5,1.85,0.74,N-BUTYLHYOSCINE BROMURE,Antispasmodiques,false
BUSCOPAN,20 mg,Solution injectable,B/4/1 ml,2.87,1.147,N-BUTYLHYOSCINE BROMURE,Antispasmodiques,false
C-TOLERGE,10 mg,Comprimes pellicules,B/10,3.54,2.125,CETIRIZINE,Antihistaminiques,false
C-TOLERGE,10 mg,Comprimes pellicules,B/20,6.67,4.25,CETIRIZINE,Antihistaminiques,false
C-TOLERGE,10 mg,Comprimes pellicules,B/30,9.645,6.375,CETIRIZINE,Antihistaminiques,false
CABERGOL,"0,5 mg",Comprimes secables,FL/2,16.72,13.149,Cabergoline,Hormones,true
CABERGOL,"0,5 mg",Comprimes secables,FL/8,63.14,52.598,Cabergoline,Hormones,true
