name,dosage,forme,presentation,price,remboursement,dci,type,prescription_required
GARDENAL,100 mg,Comprimes,B/20,0.493,0.48,PHENOBARBITAL,Sédatifs / Hypnotiques,true
GARDENAL,40 mg,Pdre p.prep.injectable,B/1 FL + solv/2 ml,1.667,1.667,PHENOBARBITAL,Sédatifs / Hypnotiques,true
GARDENAL,50 mg,Comprimes secables,B/30,3.715,3.69,PHENOBARBITAL,Sédatifs / Hypnotiques,true
GASTRAL,10 mg,Gelules,FL/7,6.385,3.749,OMEPRAZOLE,Antiacides,false
GASTRAL,20 mg,Gelules,FL/8,11.145,6.113,OMEPRAZOLE,Antiacides,false
GASTROSIDIN,40 mg,Comprimes pellicules,B/10,5.945,4.471,FAMOTIDINE,Antiacides,false
GASTROSIDIN,40 mg,Comprimes pellicules,B/30,5.945,4.471,FAMOTIDINE,Antiacides,false
GASTROSTOP,3 g,Poudre pour suspension orale,B/30 sachets,10.59,3.084,DIOSMECTITE,Antidiarrhéiques,false
GASTROZEN,40 mg,Comprimes pellicules,B/10,5.945,4.471,FAMOTIDINE,Antiacides,false
GEL-LARMES,"0,30%",Gel ophtalmique,T/10 g,5.888,4.998,CARBOMERE,Autres,false
GELUFENE,100 mg/5 ml,Suspension buvable,FL/120 ml,3.985,3.366,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,100 mg/5 ml,Suspension buvable,FL/125 ml,4.76,3.506,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,20 mg/ml,Suspension buvable,FL/120 ml,5.421,3.366,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,20 mg/ml,Suspension buvable,FL/125 ml,5.11,3.506,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,200 mg,Gelules,B/20,2.705,2.295,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,200 mg/ml,Gouttes buvables,FL/12.5 ml,4.88,4.144,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,400 mg,Comprimes,B/20,5.095,4.25,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,400 mg,Comprimes pellicules,B/20,5.015,4.25,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,400 mg,Comprimes pellicules,B/30,9.02,6.375,IBUPROFEN,Anti-inflammatoires,false
GELUFENE,600 mg,Comprimes pellicules,B/20,6.41,5.44,IBUPROFEN,Anti-inflammatoires,false
GENTA 80,"0,30%",Collyre,FL/5 ml,2.94,2.499,GENTAMICINE,Antibiotiques,true
GENTA 80,80 mg,Solution injectable,B/1/2 ml,2.125,1.489,GENTAMICINE,Antibiotiques,true
GENTA 80,80 mg,Solution injectable,B/5/2 ml,2.125,1.489,GENTAMICINE,Antibiotiques,true
GENTAINJECT 40,40 mg/2 ml,Solution injectable,B/5/2 ml,5.63,4.564,GENTAMICINE,Antibiotiques,true
GENTAINJECT 80,80 mg/2 ml,Solution injectable,B/5/2 ml,9.62,7.446,GENTAMICINE,Antibiotiques,true
GINKGO 7,"4,00%",Solution buvable,FL/30 ml,5.745,2.292,GINKGO BILOBA,Autres,true
GINKGO 7,40 mg,Gelules,B/30,6.33,2.532,GINKGO BILOBA,Autres,true
GLARGEN,100 UI/ml,Solution injectable,FL/3 ml,17.41,17.409,INSULINE ANALOGUE : GLARGINE,Antidiabétiques,true
GLIMEREL,2 mg,Comprimes secables,B/30,10.62,5.916,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,1 mg,Comprimes,B/30,8.0,3.57,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,1 mg,Comprimes,B/90,13.295,10.71,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,2 mg,Comprimes,B/30,11.04,5.916,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,2 mg,Comprimes,B/90,23.195,17.748,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,3 mg,Comprimes,B/30,13.295,7.115,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,3 mg,Comprimes,B/90,26.745,21.344,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,4 mg,Comprimes,B/30,15.37,8.288,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,4 mg,Comprimes,B/90,31.66,24.863,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,6 mg,Comprimes secables,B/30,17.855,9.18,GLIMEPIRIDE,Antidiabétiques,true
GLIMID,6 mg,Comprimes secables,B/90,32.415,27.54,GLIMEPIRIDE,Antidiabétiques,true
GLINORM,1 mg,Comprimes pellicules,B/30,11.24,8.951,REPAGLINIDE,Antidiabétiques,true
GLINORM,1 mg,Comprimes pellicules,B/90,31.59,26.851,REPAGLINIDE,Antidiabétiques,true
GLINORM,2 mg,Comprimes pellicules,B/30,13.24,10.557,REPAGLINIDE,Antidiabétiques,true
GLINORM,2 mg,Comprimes pellicules,B/90,37.29,31.671,REPAGLINIDE,Antidiabétiques,true
GLITRA,1 mg,Comprimes,B/30,6.47,3.57,GLIMEPIRIDE,Antidiabétiques,true
GLITRA,1 mg,Comprimes,B/90,12.675,10.71,GLIMEPIRIDE,Antidiabétiques,true
GLITRA,2 mg,Comprimes secables,B/30,10.62,5.916,GLIMEPIRIDE,Antidiabétiques,true
GLITRA,2 mg,Comprimes secables,B/90,20.965,17.748,GLIMEPIRIDE,Antidiabétiques,true
GLITRA,3 mg,Comprimes secables,B/30,12.35,7.115,GLIMEPIRIDE,Antidiabétiques,true
GLITRA,3 mg,Comprimes secables,B/90,25.11,21.344,GLIMEPIRIDE,Antidiabétiques,true
GLITRA,4 mg,Comprimes secables,B/30,14.75,8.288,GLIMEPIRIDE,Antidiabétiques,true
GLITRA,4 mg,Comprimes secables,B/90,29.255,24.863,GLIMEPIRIDE,Antidiabétiques,true
GLUCAGEN HYPOKIT,1 mg,Pdre p.prep.injectable,FL + Ser/1 ml,73.85,73.85,GLUCAGON,Antidiabétiques,true
GLUCOPHAGE,1000 mg,Comprimes pellicules,B/60,11.4,5.151,METFORMINE,Antidiabétiques,true
GLUCOPHAGE,1000 mg,Comprimes pellicules secables,B/30,4.795,2.575,METFORMINE,Antidiabétiques,true
GLUCOPHAGE,850 mg,Comprimes enrobes,B/60,9.78,4.437,METFORMINE,Antidiabétiques,true
GLUCOPHAGE,850 mg,Comprimes pellicules,B/30,3.312,2.218,METFORMINE,Antidiabétiques,true
GLUCOR,50 mg,Comprimes,B/90,29.72,16.141,ACARBOSE,Antidiabétiques,true
GLUFIX,50 mg,Comprimes,B/90,21.46,16.141,ACARBOSE,Antidiabétiques,true
GLURENOR,30 mg,Comprimes enrobes,B/40,6.011,5.1,GLIQUIDONE,Antidiabétiques,true
GLYCARBOSE,50 mg,Comprimes,B/90,20.265,16.141,ACARBOSE,Antidiabétiques,true
GONAL-F PEN,300 UI,Solution injectable,B/1 stylo prér/0.5 ml + 8 aig,238.37,202.615,FSH,Hormones,true
GONAL-F PEN,450 UI,Solution injectable,B/1 stylo prér/0.75 ml + 12 aig,357.435,303.82,FSH,Hormones,true
GONAL-F PEN,900 UI,Solution injectable,B/1 stylo prér/1.5 ml + 20 aig,625.335,531.535,FSH,Hormones,true
GRISEOFULVINE,250 mg,Comprimes enrobes,B/30,6.58,5.585,GRISEOFULVINE,Antifongiques,true
GYNERGENE CAFEINE,1 mg,Comprimes,B/20,10.687,9.084,CAFEINE+ERGOTAMINE TARTRATE,Analgésiques (antidouleurs),false
GYNO PEVARYL,150 mg,Ovules,B/3,8.025,2.503,ECONAZOLE,Antifongiques,true
GYNO-PEROZYL,150 mg,Ovules,B/3,9.9,2.503,ECONAZOLE,Antifongiques,true
HALDOL,"0,05%",Gouttes buvables,FL/30 ml,1.815,1.25,HALOPERIDOL,Antipsychotiques,true
HALDOL,"0,20%",Gouttes buvables,FL/15 ml,2.23,1.071,HALOPERIDOL,Antipsychotiques,true
HALDOL,1 mg,Comprimes,B/40,1.718,1.428,HALOPERIDOL,Antipsychotiques,true
HALDOL,2 mg/ml,Gouttes buvables,FL/30 ml,5.07,2.142,HALOPERIDOL,Antipsychotiques,true
HALDOL,5 mg,Comprimes,B/30,4.42,3.748,HALOPERIDOL,Antipsychotiques,true
HALDOL,5 mg/ml,Solution injectable,B/5/1 ml,1.617,1.373,HALOPERIDOL,Antipsychotiques,true
HALDOL DECANOAS,50 mg,Solution injectable,B/1/1 ml,5.015,3.31,HALOPERIDOL,Antipsychotiques,true
HALDOL DECANOAS,50 mg,Solution injectable,B/5/1 ml,19.47,16.549,HALOPERIDOL,Antipsychotiques,true
HALIDOL,5 mg,Comprimes,B/30,5.83,3.748,HALOPERIDOL,Antipsychotiques,true
HELMINTOX,"125 mg/2,5 ml",Suspension buvable,FL/15 ml,2.556,2.002,PYRANTEL,Antiparasitaires,false
HELMINTOX,250 mg,Comprimes secables,B/3,2.828,2.402,PYRANTEL,Antiparasitaires,false
HEMI-DAONIL,"2,5 mg",Comprimes,B/60,1.92,1.632,GLIBENCLAMIDE,Antidiabétiques,true
HEPT-A-MYL,"187,8 mg",Comprimes,B/20,3.355,1.336,HEPTAMINOL,Autres,true
HEXOMEDINE,"0,10%",Solution externe,FL/250 ml,6.24,2.1,HEXAMIDINE,Autres,true
HICONCIL,500 mg,Gelules,B/12,4.54,2.519,AMOXICILLINE,Antibiotiques,true
HISTADINE,1 mg/ml,Sirop,FL/60 ml,3.6,3.06,LORATADINE,Antihistaminiques,false
HISTADINE,10 mg,Comprimes,B/15,5.82,3.583,LORATADINE,Antihistaminiques,false
HISTAM,5 mg,Comprimes pellicules,B/15,7.985,4.118,DESLORATADINE,Antihistaminiques,false
HISTAM,5 mg,Comprimes pellicules,B/30,11.75,8.236,DESLORATADINE,Antihistaminiques,false
HUMAN ALBUMIN 20% BEHRING,"20,00%",Solution injectable,B/1 FL/50 ml,126.76,116.45,ALBUMINE HUMAINE PLASMATIQUE,Autres,true
HUMOXAT,20 mg,Comprimes pellicules secables,B/28,22.395,15.898,PAROXETINE,Antidépresseurs,true
HUMOXAT,20 mg,Comprimes pellicules secables,B/30,22.395,17.034,PAROXETINE,Antidépresseurs,true
HUMOXAT,20 mg,Comprimes pellicules secables,B/60,40.13,34.068,PAROXETINE,Antidépresseurs,true
HYDROXOCOBALAMINE 10 000,10000 µg/2 ml,Solution injectable,B/4/2 ml,4.24,3.604,HYDROXOCOBALAMINE,Vitamines et compléments alimentaires,false
HYDROXOCOBALAMINE 20 000,20000 µg/2 ml,Solution injectable,B/4/2 ml,5.66,4.811,HYDROXOCOBALAMINE,Vitamines et compléments alimentaires,false
HYDROXOCOBALAMINE 5000,5000 µg/2 ml,Solution injectable,B/4/2 ml,2.775,2.356,HYDROXOCOBALAMINE,Vitamines et compléments alimentaires,false
HYMOFER,34 mg/5 ml,Sirop,FL/125 ml,6.715,4.25,FEREDETATE DE SODIUM,Vitamines et compléments alimentaires,false
HYMOFER,34 mg/5 ml,Sirop,FL/250 ml,10.175,8.5,FEREDETATE DE SODIUM,Vitamines et compléments alimentaires,false
HYPOLACTINE,"0,5 mg",Comprimes secables,FL/2,16.38,13.149,Cabergoline,Hormones,true
HYPOLACTINE,"0,5 mg",Comprimes secables,FL/8,61.88,52.598,Cabergoline,Hormones,true
HYPOLIP,160 mg,Comprimes enrobes secables,B/30,10.775,9.154,FENOFIBRATE,Autres,true
HYPOLIP,200 mg,Gelules,B/30,11.145,9.461,FENOFIBRATE,Autres,true
HYPOTEN,25 mg,Comprimes pellicules,B/30,4.355,3.697,ATENOLOL,Antihypertenseurs,true
HYPOTEN 100,100 mg,Comprimes pellicules secables,B/30,13.89,8.568,ATENOLOL,Antihypertenseurs,true
HYPOTEN 50,50 mg,Comprimes pellicules secables,B/30,7.595,4.258,ATENOLOL,Antihypertenseurs,true
HYPOTENSYL,25 mg,Comprimes secables,B/30,7.36,4.233,CAPTOPRIL,Antihypertenseurs,true
HYPRIL,"20 mg/12,5 mg",Comprimes secables,B/28,18.365,14.137,ENALAPRIL + HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
HYTACAND,"16 mg/12,5 mg",Comprimes,B/30,54.79,22.899,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
HYTACAND,"8 mg/12,5 mg",Comprimes,B/30,47.45,20.043,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
IBUCARE 200,200 mg,Comprimes pellicules,B/20,2.88,2.295,IBUPROFEN,Anti-inflammatoires,true
IBUPRANE,200 mg,Comprimes pellicules,B/20,2.97,2.295,IBUPROFEN,Anti-inflammatoires,false
ICAZ,"2,5 mg",Gelules à liberation prolongee,B/30,15.506,13.158,ISRADIPINE,Antihypertenseurs,true
ICAZ,5 mg,Gelules à liberation prolongee,B/30,29.042,24.684,ISRADIPINE,Antihypertenseurs,true
IDIUM,2 mg,Gelules,B/20,6.6,1.576,LOPERAMIDE,Antidiarrhéiques,false
IMIGRAN,50 mg,Comprimes pellicules,B/2,15.878,13.496,SUMATRIPTANE,Analgésiques (antidouleurs),false
IMODIUM,2 mg,Gelules,B/20,5.445,1.576,LOPERAMIDE,Antidiarrhéiques,false
IMUREK,50 mg,Comprimes pellicules,B/100,46.433,35.0,AZATHIOPRINE,Immunosuppresseurs,true
IMUREL,50 mg,Comprimes pellicules,B/100,34.973,34.973,AZATHIOPRINE,Immunosuppresseurs,true
IMUREL,50 mg,Comprimes pellicules secables,B/100,33.834,33.834,AZATHIOPRINE,Immunosuppresseurs,true
INDOCINE,100 mg,Suppositoires,B/10,3.8,2.695,INDOMETACINE,Anti-inflammatoires,true
INDOCINE,50 mg,Suppositoires,B/10,2.095,1.428,INDOMETACINE,Anti-inflammatoires,true
INDOPAL,100 mg,Suppositoires,B/10,3.73,2.695,INDOMETACINE,Anti-inflammatoires,true
INDOPAL,50 mg,Suppositoires,B/10,1.685,1.428,INDOMETACINE,Anti-inflammatoires,true
INEXIUM,20 mg,Comprimes gastro-resistants,B/14,26.015,7.283,ESOMEPRAZOLE,Antiacides,false
INEXIUM,20 mg,Comprimes gastro-resistants,B/28,21.145,14.566,ESOMEPRAZOLE,Antiacides,false
INEXIUM,20 mg,Comprimes gastro-resistants,B/7,17.8,3.641,ESOMEPRAZOLE,Antiacides,false
INFLACED,20 mg,Gelules,B/15,6.915,5.393,PIROXICAM,Anti-inflammatoires,false
INFLACOX,200 mg,Gelules,B/10,8.44,2.536,CELECOXIB,Anti-inflammatoires,false
INFLACOX,200 mg,Gelules,B/20,13.235,5.072,CELECOXIB,Anti-inflammatoires,false
INFLAGAM,200 mg,Comprimes secables,B/20,6.915,5.644,ACIDE TIAPROFENIQUE,Anti-inflammatoires,true
INFLAMYL,250 mg,Gelules,B/20,4.715,2.125,ACIDE MEFENAMIQUE,Anti-inflammatoires,false
INFLAMYL FORT,500 mg,Comprimes secables,B/20,6.45,4.505,ACIDE MEFENAMIQUE,Anti-inflammatoires,true
INFLOCINE ADULTE,700 mg,Suppositoires,B/8,5.075,2.652,ACIDE NIFLUMIQUE,Anti-inflammatoires,true
INFLOCINE ENFANT,400 mg,Suppositoires secables,B/8,3.64,2.006,ACIDE NIFLUMIQUE,Anti-inflammatoires,true
INIBREX,200 mg,Gelules,B/10,9.525,2.536,CELECOXIB,Anti-inflammatoires,false
INIBREX,200 mg,Gelules,B/20,17.215,5.072,CELECOXIB,Anti-inflammatoires,false
INIBREX,200 mg,Gelules,B/30,21.89,7.608,CELECOXIB,Anti-inflammatoires,false
INICARD100,100 mg,Comprimes pellicules secables,B/30,10.08,8.568,ATENOLOL,Antihypertenseurs,true
INICARD50,50 mg,Comprimes pellicules secables,B/40,6.715,5.678,ATENOLOL,Antihypertenseurs,true
INICOX 2,200 mg,Gelules,B/10,8.82,2.536,CELECOXIB,Anti-inflammatoires,false
INICOX 2,200 mg,Gelules,B/20,13.11,5.072,CELECOXIB,Anti-inflammatoires,false
INICOX 2,200 mg,Gelules,B/30,19.045,7.608,CELECOXIB,Anti-inflammatoires,false
INIPRAZOL,15 mg,Gelules,FL/8,7.645,4.284,LANSOPRAZOLE,Antiacides,false
INIPRAZOL,30 mg,Gelules,FL/14,19.345,10.317,LANSOPRAZOLE,Antiacides,false
INNOHEP,10000 UI,Solution injectable,B/2 Ser 0.5 ml,42.651,36.252,TINZAPARINE,Anticoagulants,true
INNOHEP,14000 UI,Solution injectable,B/2 Ser 0.7 ml,50.369,42.813,TINZAPARINE,Anticoagulants,true
INNOHEP,18000 UI,Solution injectable,B/2 Ser 0.9 ml,63.873,54.291,TINZAPARINE,Anticoagulants,true
INNOHEP,2500 UI,Solution injectable,B/2 Ser 0.25 ml,9.652,8.204,TINZAPARINE,Anticoagulants,true
INNOHEP,3500 UI,Solution injectable,B/2 Ser 0.35 ml,13.097,11.132,TINZAPARINE,Anticoagulants,true
INNOHEP,4500 UI,Solution injectable,B/2 Ser 0.45 ml,16.864,14.334,TINZAPARINE,Anticoagulants,true
INOVIA 10,10 mg,Comprimes,B/30,53.59,43.962,DAPAGLIFLOZINE,Antidiabétiques,true
INOVIA 10,10 mg,Comprimes pellicules,B/90,157.24,131.886,DAPAGLIFLOZINE,Antidiabétiques,true
INOVIA 5,5 mg,Comprimes,B/30,53.59,43.962,DAPAGLIFLOZINE,Antidiabétiques,true
INOVIA 5,5 mg,Comprimes pellicules,B/90,157.24,131.886,DAPAGLIFLOZINE,Antidiabétiques,true
INSULATARD HM 100 UI/ML,100 UI/ml,Suspension injectable,FL/10 ml,6.753,4.31,INSULINE HUMAINE,Antidiabétiques,true
INSULATARD HM PENFILL 100 UI/ML,100 UI/ml,Suspension injectable,B/5/3 ml,43.506,43.505,INSULINE HUMAINE,Antidiabétiques,true
INSUMAN BASAL,100 UI/ml,Suspension injectable,FL/10 ml,4.743,4.31,INSULINE HUMAINE,Antidiabétiques,true
INSUMAN BASAL,100 UI/ml,Suspension injectable,FL/5 ml,5.835,2.155,INSULINE HUMAINE,Antidiabétiques,true
INSUMAN COMB,100 UI/ml,Suspension injectable,FL/10 ml,4.743,4.31,INSULINE HUMAINE,Antidiabétiques,true
INSUMAN COMB,100 UI/ml,Suspension injectable,FL/5 ml,5.835,2.155,INSULINE HUMAINE,Antidiabétiques,true
INSUMAN RAPID,100 UI/ml,Solution injectable,FL/10 ml,4.743,4.31,INSULINE HUMAINE,Antidiabétiques,true
INSUMAN RAPID,100 UI/ml,Suspension injectable,FL/5 ml,5.835,2.155,INSULINE HUMAINE,Antidiabétiques,true
INTRAMOL,"0,50%",Collyre,FL/5 ml,3.305,2.694,TIMOLOL,Antihypertenseurs,true
IPERTEN,20 mg,Comprimes secables,B/28,18.181,15.446,MANIDIPINE,Antihypertenseurs,true
IPPROTON,10 mg,Gelules,B/8,6.22,4.284,OMEPRAZOLE,Antiacides,false
IPPROTON,20 mg,Gelules,B/8,11.295,6.113,OMEPRAZOLE,Antiacides,false
IPPSIUM 20,20 mg,Gelules gastroresistantes,FL/7,8.41,3.641,ESOMEPRAZOLE,Antiacides,false
IPPZOR,15 mg,Gelules gastroresistantes,FL/28,17.65,14.994,LANSOPRAZOLE,Antiacides,false
IPPZOR,15 mg,Gelules gastroresistantes,FL/7,5.55,3.748,LANSOPRAZOLE,Antiacides,false
IPPZOR,30 mg,Gelules,B/30,26.02,22.109,LANSOPRAZOLE,Antiacides,false
IPPZOR,30 mg,Gelules,FL/14,17.65,10.317,LANSOPRAZOLE,Antiacides,false
IPPZOR,30 mg,Gelules,FL/28,32.22,20.635,LANSOPRAZOLE,Antiacides,false
IPPZOR,30 mg,Gelules gastroresistantes,FL/30,50.62,22.109,LANSOPRAZOLE,Antiacides,false
IPROVENT ADULTE,"0,25 mg/ml",Solution pour inhalation,B/10 unids/1 ml,11.384,8.934,BROMURE D'IPRATROPIUM,Bronchodilatateurs,true
IPROVENT ADULTE,"0,5 mg/2 ml",Solution pour inhalation,B/10,15.748,12.656,BROMURE D'IPRATROPIUM,Bronchodilatateurs,true
IPROVENT ADULTE,"0,5 mg/2 ml",Solution pour inhalation,B/10 unids/2 ml,14.89,12.656,BROMURE D'IPRATROPIUM,Bronchodilatateurs,true
IPROVENT ENFANT,"0,25 mg/2 ml",Solution pour inhalation,B/10 unids/2 ml,10.51,8.934,BROMURE D'IPRATROPIUM,Bronchodilatateurs,true
IRBEGEN,150 mg,Comprimes pellicules,B/28,23.195,12.876,IRBESARTAN,Antihypertenseurs,true
IRBEGEN PLUS,"150 mg/12,5 mg",Comprimes pellicules,B/30,27.785,17.059,IRBESARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
IRBESAR,150 mg,Comprimes secables,B/30,21.275,13.796,IRBESARTAN,Antihypertenseurs,true
IRBESAR,150 mg,Comprimes secables,B/90,58.635,41.386,IRBESARTAN,Antihypertenseurs,true
IRBEXTRA,150 mg,Comprimes pellicules,B/30,16.24,13.796,IRBESARTAN,Antihypertenseurs,true
IRBEXTRA PLUS,"150 mg/12,5 mg",Comprimes pellicules,B/30,20.09,17.059,IRBESARTAN+HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
IRBY,150 mg,Comprimes pellicules,B/30,21.275,13.796,IRBESARTAN,Antihypertenseurs,true
IRIVEL,150 mg,Comprimes pellicules secables,B/30,21.275,13.796,IRBESARTAN,Antihypertenseurs,true
IRIVEL,150 mg,Comprimes pellicules secables,B/90,58.02,41.386,IRBESARTAN,Antihypertenseurs,true
IRYS,1 mg,Comprimes pellicules secables,B/30,7.64,3.57,GLIMEPIRIDE,Antidiabétiques,true
IRYS,1 mg,Comprimes pellicules secables,B/60,10.94,7.14,GLIMEPIRIDE,Antidiabétiques,true
IRYS,1 mg,Comprimes pellicules secables,B/90,13.63,10.71,GLIMEPIRIDE,Antidiabétiques,true
IRYS,2 mg,Comprimes pellicules secables,B/30,11.02,5.916,GLIMEPIRIDE,Antidiabétiques,true
IRYS,2 mg,Comprimes pellicules secables,B/60,19.31,11.832,GLIMEPIRIDE,Antidiabétiques,true
IRYS,2 mg,Comprimes pellicules secables,B/90,24.405,17.748,GLIMEPIRIDE,Antidiabétiques,true
IRYS,3 mg,Comprimes pellicules secables,B/30,13.295,7.115,GLIMEPIRIDE,Antidiabétiques,true
IRYS,3 mg,Comprimes pellicules secables,B/60,22.52,14.229,GLIMEPIRIDE,Antidiabétiques,true
IRYS,3 mg,Comprimes pellicules secables,B/90,28.135,21.344,GLIMEPIRIDE,Antidiabétiques,true
IRYS,4 mg,Comprimes pellicules secables,B/30,15.475,8.288,GLIMEPIRIDE,Antidiabétiques,true
IRYS,4 mg,Comprimes pellicules secables,B/60,26.56,16.575,GLIMEPIRIDE,Antidiabétiques,true
IRYS,4 mg,Comprimes pellicules secables,B/90,32.46,24.863,GLIMEPIRIDE,Antidiabétiques,true
IRYS,6 mg,Comprimes pellicules secables,B/30,14.745,9.18,GLIMEPIRIDE,Antidiabétiques,true
IRYS,6 mg,Comprimes pellicules secables,B/90,35.52,27.54,GLIMEPIRIDE,Antidiabétiques,true
ISODIL,5 mg,Comprime sublingual,B/40,2.655,1.598,ISOSORBIDE DINITRATE,Antihypertenseurs,true
ISONIAZIDE,100 mg,Comprimes,B/100,6.315,5.355,ISONIAZIDE,Antibiotiques,true
ISOPTINE LP,240 mg,Comprimes secables LP,B/30,13.328,11.322,VERAPAMIL CHLORHYDRATE,Antihypertenseurs,true
IV-FER,100 mg/5 ml,Solution injectable pour perfusion,B/5/5 ml,29.624,17.833,FER,Vitamines et compléments alimentaires,false
JUSLINE 30/70,100 UI/ml,Suspension injectable,B/1/10 ml,4.319,4.31,INSULINE HUMAINE,Antidiabétiques,true
JUSLINE N,100 UI/ml,Suspension injectable,B/1/10 ml,4.319,4.31,INSULINE HUMAINE,Antidiabétiques,true
JUSLINE R,100 UI/ml,Solution injectable,B/1/10 ml,4.319,4.31,INSULINE HUMAINE,Antidiabétiques,true
KARDEGIC,160 mg,Poudre pour solution orale,B/20 sachets,1.865,1.581,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
KARDEGIC,160 mg,Poudre pour solution orale,B/30 sachets,4.335,2.372,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),false
KARVEX,"12,5 mg",Comprimes secables,B/30,13.71,11.654,CARVEDILOL,Antihypertenseurs,true
KARVEX,25 mg,Comprimes secables,B/30,18.895,16.04,CARVEDILOL,Antihypertenseurs,true
KARVEX,"6,25 mg",Comprimes secables,B/30,9.06,7.701,CARVEDILOL,Antihypertenseurs,true
KAYEXALATE,454 g,Poudre pour solution orale,B/454 g,109.602,93.162,POLYSTYRENE SULFONATE DE NA,Autres,true
KENACORT RETARD 40,2% (55 µg/dose),Spray nasal,FL/120 doses/16.5 g,19.499,16.524,TRIAMCINOLONE,Corticoïdes,false
KENACORT RETARD 40,40 mg,Suspension injectable,B/1/1 ml,3.014,2.562,TRIAMCINOLONE,Corticoïdes,true
KETAXOL,"0,25%",Collyre,FL/3 ml,6.811,5.788,BETAXOLOL,Antihypertenseurs,true
KETAXOL,"0,50%",Collyre,FL/3 ml,6.996,5.947,BETAXOLOL,Antihypertenseurs,true
KETAXOL,20 mg,Comprimes pellicules secables,B/30,11.04,9.384,BETAXOLOL,Antihypertenseurs,true
KETIN,"0,20%",Solution buvable,FL/150 ml,5.165,4.335,KETOTIFENE,Antihistaminiques,false
KETODERM,"2,00%",Creme dermique,T/15 g,6.07,3.876,KETOCONAZOLE,Antifongiques,false
KETODERM,"2,00%",Gel dermique,B/8 sachets/6 g,25.28,21.488,KETOCONAZOLE,Antifongiques,false
KETOFEN,100 mg,Gelules,FL/15,6.774,5.291,KETOPROFENE,Anti-inflammatoires,false
KETOFEN,100 mg,Gelules,FL/30,12.47,10.582,KETOPROFENE,Anti-inflammatoires,false
KETOFEN,100 mg,Pdre p.prep.injectable,B/5 + 5 solvs 2.5 ml,5.245,2.763,KETOPROFENE,Anti-inflammatoires,true
KETOFEN,100 mg,Suppositoires,B/10,5.245,2.763,KETOPROFENE,Anti-inflammatoires,true
KETOFEN,100 mg,Suppositoires,B/12,3.905,3.315,KETOPROFENE,Anti-inflammatoires,true
KETOFEN,100 mg/2 ml,Solution injectable,B/2/2 ml,3.475,2.011,KETOPROFENE,Anti-inflammatoires,true
KETOFEN,100 mg/2 ml,Solution injectable,B/5/2 ml,3.475,2.011,KETOPROFENE,Anti-inflammatoires,true
KETOFEN,50 mg,Gelules,FL/24,3.54,2.999,KETOPROFENE,Anti-inflammatoires,false
KETOGEL,"2,00%",Gel dermique,Tube monodose/20 g,9.655,6.494,KETOCONAZOLE,Antifongiques,false
KETOLIN,"2,00%",Creme dermique,T/15 g,4.68,3.876,KETOCONAZOLE,Antifongiques,false
KETOZOL,"2,00%",Shampooing,FL/60 ml,8.435,7.14,KETOCONAZOLE,Antifongiques,false
KETOZOL GEL MOUSSANT,"2,00%",Gel moussant,Tube unidose/20 g,7.65,6.494,KETOCONAZOLE,Antifongiques,false
KEVAL,20 mg,Comprimes pellicules secables,B/30,11.815,9.384,BETAXOLOL,Antihypertenseurs,true
KLAROMIN,250 mg,Comprimes pellicules,B/14,14.54,11.293,CLARITHROMYCINE,Antibiotiques,true
KLIPAL CODEINE,300 mg/25 mg,Comprimes,B/16,5.375,2.326,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),true
KODERM,"2,00%",Creme dermique,T/15 g,7.235,3.876,KETOCONAZOLE,Antifongiques,false
LACRYMED,"6 mg/0,4 ml",Collyre,B/20 unids,6.9,5.865,POLYVIDONE,Autres,true
LAMICTAL,100 mg,Comprimes dispersibles,B/30,10.18,6.69,LAMOTRIGINE,Anticonvulsivants,true
LAMICTAL,200 mg,Comprimes dispersibles,B/30,16.205,10.2,LAMOTRIGINE,Anticonvulsivants,true
LAMICTAL,25 mg,Comprimes dispersibles,B/30,6.695,4.53,LAMOTRIGINE,Anticonvulsivants,true
